"fdc_id","data_type","description","food_category_id","publication_date"
"2341096","survey_fndds_food","Pudding, flavors other than chocolate, ready-to-eat, sugar free","","2022-10-28"
"2341097","survey_fndds_food","Pudding, chocolate, ready-to-eat","","2022-10-28"
"2341098","survey_fndds_food","Pudding, chocolate, ready-to-eat, sugar free","","2022-10-28"
"2341099","survey_fndds_food","Pudding, tapioca, ready-to-eat","","2022-10-28"
"2341100","survey_fndds_food","Banana pudding","","2022-10-28"
"2341101","survey_fndds_food","Mousse","","2022-10-28"
"2341102","survey_fndds_food","Dulce de leche","","2022-10-28"
"2341103","survey_fndds_food","Barfi or Burfi, Indian dessert","","2022-10-28"
"2341104","survey_fndds_food","Trifle","","2022-10-28"
"2341105","survey_fndds_food","Tiramisu","","2022-10-28"
"2341106","survey_fndds_food","White sauce or gravy","","2022-10-28"
"2341107","survey_fndds_food","Cheese, NFS","","2022-10-28"
"2341108","survey_fndds_food","Cheese, Blue or Roquefort","","2022-10-28"
"2341109","survey_fndds_food","Cheese, Brick","","2022-10-28"
"2341110","survey_fndds_food","Cheese, Camembert","","2022-10-28"
"2341111","survey_fndds_food","Cheese, Brie","","2022-10-28"
"2341112","survey_fndds_food","Cheese, Cheddar","","2022-10-28"
"2341113","survey_fndds_food","Cheese, Cheddar, reduced fat","","2022-10-28"
"2341114","survey_fndds_food","Cheese, Cheddar, nonfat or fat free","","2022-10-28"
"2341115","survey_fndds_food","Cheese, Colby","","2022-10-28"
"2341116","survey_fndds_food","Cheese, Colby Jack","","2022-10-28"
"2341117","survey_fndds_food","Cheese, Feta","","2022-10-28"
"2341118","survey_fndds_food","Cheese, Fontina","","2022-10-28"
"2341119","survey_fndds_food","Cheese, goat","","2022-10-28"
"2341120","survey_fndds_food","Cheese, Gouda or Edam","","2022-10-28"
"2341121","survey_fndds_food","Cheese, Gruyere","","2022-10-28"
"2341122","survey_fndds_food","Cheese, Limburger","","2022-10-28"
"2341123","survey_fndds_food","Cheese, Monterey","","2022-10-28"
"2341124","survey_fndds_food","Cheese, Monterey, reduced fat","","2022-10-28"
"2341125","survey_fndds_food","Cheese, Mozzarella, NFS","","2022-10-28"
"2341126","survey_fndds_food","Cheese, Mozzarella, part skim","","2022-10-28"
"2341127","survey_fndds_food","Cheese, Mozzarella, reduced sodium","","2022-10-28"
"2341128","survey_fndds_food","Cheese, Mozzarella, nonfat or fat free","","2022-10-28"
"2341129","survey_fndds_food","Cheese, Muenster","","2022-10-28"
"2341130","survey_fndds_food","Cheese, Muenster, reduced fat","","2022-10-28"
"2341131","survey_fndds_food","Cheese, Parmesan, dry grated","","2022-10-28"
"2341132","survey_fndds_food","Cheese, Parmesan, dry grated, reduced fat","","2022-10-28"
"2341133","survey_fndds_food","Cheese, Parmesan, hard","","2022-10-28"
"2341134","survey_fndds_food","Cheese, Parmesan, dry grated, fat free","","2022-10-28"
"2341135","survey_fndds_food","Cheese, Port du Salut","","2022-10-28"
"2341136","survey_fndds_food","Cheese, Provolone","","2022-10-28"
"2341137","survey_fndds_food","Cheese, provolone, reduced fat","","2022-10-28"
"2341138","survey_fndds_food","Cheese, Swiss","","2022-10-28"
"2341139","survey_fndds_food","Cheese, Swiss, reduced sodium","","2022-10-28"
"2341140","survey_fndds_food","Cheese, Swiss, reduced fat","","2022-10-28"
"2341141","survey_fndds_food","Cheese, Swiss, nonfat or fat free","","2022-10-28"
"2341142","survey_fndds_food","Cheese, Cheddar, reduced sodium","","2022-10-28"
"2341143","survey_fndds_food","Cheese, paneer","","2022-10-28"
"2341144","survey_fndds_food","Cheese, Mexican blend","","2022-10-28"
"2341145","survey_fndds_food","Cheese, Mexican blend, reduced fat","","2022-10-28"
"2341146","survey_fndds_food","Queso Anejo, aged Mexican cheese","","2022-10-28"
"2341147","survey_fndds_food","Queso Asadero","","2022-10-28"
"2341148","survey_fndds_food","Queso Fresco","","2022-10-28"
"2341149","survey_fndds_food","Queso cotija","","2022-10-28"
"2341150","survey_fndds_food","Cheese, cottage, NFS","","2022-10-28"
"2341151","survey_fndds_food","Cheese, cottage, creamed, large or small curd","","2022-10-28"
"2341152","survey_fndds_food","Cottage cheese, farmer's","","2022-10-28"
"2341153","survey_fndds_food","Cheese, Ricotta","","2022-10-28"
"2341154","survey_fndds_food","Cheese, cottage, with fruit","","2022-10-28"
"2341155","survey_fndds_food","Cheese, cottage, with vegetables","","2022-10-28"
"2341156","survey_fndds_food","Cheese, cottage, dry curd","","2022-10-28"
"2341157","survey_fndds_food","Cheese, cottage, salted, dry curd","","2022-10-28"
"2341158","survey_fndds_food","Puerto Rican white cheese","","2022-10-28"
"2341159","survey_fndds_food","Cheese, cottage, low fat","","2022-10-28"
"2341160","survey_fndds_food","Cheese, cottage, lowfat, with fruit","","2022-10-28"
"2341161","survey_fndds_food","Cheese, cottage, lowfat, low sodium","","2022-10-28"
"2341162","survey_fndds_food","Cheese, cottage, lowfat, lactose reduced","","2022-10-28"
"2341163","survey_fndds_food","Cream cheese, regular, plain","","2022-10-28"
"2341164","survey_fndds_food","Cream cheese, regular, flavored","","2022-10-28"
"2341165","survey_fndds_food","Cream cheese, light","","2022-10-28"
"2341166","survey_fndds_food","Cheese, American and Swiss blends","","2022-10-28"
"2341167","survey_fndds_food","Cheese, American","","2022-10-28"
"2341168","survey_fndds_food","Cheese, American, reduced fat","","2022-10-28"
"2341169","survey_fndds_food","Cheese, American, nonfat or fat free","","2022-10-28"
"2341170","survey_fndds_food","Cheese, American, reduced sodium","","2022-10-28"
"2341171","survey_fndds_food","Cheese spread, American or Cheddar cheese base, reduced fat","","2022-10-28"
"2341172","survey_fndds_food","Cream cheese spread, fat free","","2022-10-28"
"2341173","survey_fndds_food","Cheese, processed cheese food","","2022-10-28"
"2341174","survey_fndds_food","Cheese, processed, with vegetables","","2022-10-28"
"2341175","survey_fndds_food","Cheese,  with wine","","2022-10-28"
"2341176","survey_fndds_food","Cheese spread, American or Cheddar cheese base","","2022-10-28"
"2341177","survey_fndds_food","Cheese spread, Swiss cheese base","","2022-10-28"
"2341178","survey_fndds_food","Cheese spread, cream cheese, regular","","2022-10-28"
"2341179","survey_fndds_food","Cheese spread, cream cheese, light","","2022-10-28"
"2341180","survey_fndds_food","Cheese spread, pressurized can","","2022-10-28"
"2341181","survey_fndds_food","Imitation cheese","","2022-10-28"
"2341182","survey_fndds_food","Cheese, cottage cheese, with gelatin dessert","","2022-10-28"
"2341183","survey_fndds_food","Cheese, cottage cheese, with gelatin dessert and fruit","","2022-10-28"
"2341184","survey_fndds_food","Cheese, cottage cheese, with gelatin dessert and vegetables","","2022-10-28"
"2341185","survey_fndds_food","Cheese ball","","2022-10-28"
"2341186","survey_fndds_food","Artichoke dip","","2022-10-28"
"2341187","survey_fndds_food","Spinach and artichoke dip","","2022-10-28"
"2341188","survey_fndds_food","Seafood dip","","2022-10-28"
"2341189","survey_fndds_food","Cheese dip with chili pepper","","2022-10-28"
"2341190","survey_fndds_food","Cheese dip","","2022-10-28"
"2341191","survey_fndds_food","Topping from cheese pizza","","2022-10-28"
"2341192","survey_fndds_food","Topping from vegetable pizza","","2022-10-28"
"2341193","survey_fndds_food","Topping from meat pizza","","2022-10-28"
"2341194","survey_fndds_food","Topping from meat and vegetable pizza","","2022-10-28"
"2341195","survey_fndds_food","Cheese fondue","","2022-10-28"
"2341196","survey_fndds_food","Cheese souffle","","2022-10-28"
"2341197","survey_fndds_food","Welsh rarebit","","2022-10-28"
"2341198","survey_fndds_food","Cheese sandwich, NFS","","2022-10-28"
"2341199","survey_fndds_food","Cheese sandwich, American cheese, on white bread","","2022-10-28"
"2341200","survey_fndds_food","Cheese sandwich, American cheese, on wheat bread","","2022-10-28"
"2341201","survey_fndds_food","Cheese sandwich, cheddar cheese, on white bread","","2022-10-28"
"2341202","survey_fndds_food","Cheese sandwich, cheddar cheese, on wheat bread","","2022-10-28"
"2341203","survey_fndds_food","Cheese sandwich, reduced fat cheese, on white bread","","2022-10-28"
"2341204","survey_fndds_food","Cheese sandwich, reduced fat cheese, on wheat bread","","2022-10-28"
"2341205","survey_fndds_food","Grilled cheese sandwich, NFS","","2022-10-28"
"2341206","survey_fndds_food","Grilled cheese sandwich, American cheese, on white bread","","2022-10-28"
"2341207","survey_fndds_food","Grilled cheese sandwich, American cheese, on wheat bread","","2022-10-28"
"2341208","survey_fndds_food","Grilled cheese sandwich, cheddar cheese, on white bread","","2022-10-28"
"2341209","survey_fndds_food","Grilled cheese sandwich, cheddar cheese, on wheat bread","","2022-10-28"
"2341210","survey_fndds_food","Grilled cheese sandwich, reduced fat cheese, on white bread","","2022-10-28"
"2341211","survey_fndds_food","Grilled cheese sandwich, reduced fat cheese, on wheat bread","","2022-10-28"
"2341212","survey_fndds_food","Cheese sauce","","2022-10-28"
"2341213","survey_fndds_food","Alfredo sauce","","2022-10-28"
"2341214","survey_fndds_food","Alfredo sauce with added vegetables","","2022-10-28"
"2341215","survey_fndds_food","Alfredo sauce with meat","","2022-10-28"
"2341216","survey_fndds_food","Alfredo sauce with meat and added vegetables","","2022-10-28"
"2341217","survey_fndds_food","Alfredo sauce with poultry","","2022-10-28"
"2341218","survey_fndds_food","Alfredo sauce with poultry and added vegetables","","2022-10-28"
"2341219","survey_fndds_food","Alfredo sauce with seafood","","2022-10-28"
"2341220","survey_fndds_food","Alfredo sauce with seafood and added vegetables","","2022-10-28"
"2341221","survey_fndds_food","Mozzarella sticks, breaded, baked, or fried","","2022-10-28"
"2341222","survey_fndds_food","Mozzarella cheese, tomato, and basil, with oil and vinegar dressing","","2022-10-28"
"2341223","survey_fndds_food","Cheddar cheese soup, home recipe, canned or ready-to-serve","","2022-10-28"
"2341224","survey_fndds_food","Meat, NFS","","2022-10-28"
"2341225","survey_fndds_food","Meat, ground, NFS","","2022-10-28"
"2341226","survey_fndds_food","Baby Toddler meat, NFS","","2022-10-28"
"2341227","survey_fndds_food","Beef, NFS","","2022-10-28"
"2341228","survey_fndds_food","Steak, NS as to type of meat, NS as to fat eaten","","2022-10-28"
"2341229","survey_fndds_food","Beef, steak, NFS","","2022-10-28"
"2341230","survey_fndds_food","Beef, steak, chuck","","2022-10-28"
"2341231","survey_fndds_food","Beef, steak, cube","","2022-10-28"
"2341232","survey_fndds_food","Beef, steak, flank","","2022-10-28"
"2341233","survey_fndds_food","Beef, steak, ribeye, NS as to fat eaten","","2022-10-28"
"2341234","survey_fndds_food","Beef, steak, ribeye, lean and fat eaten","","2022-10-28"
"2341235","survey_fndds_food","Beef, steak, ribeye, lean only eaten","","2022-10-28"
"2341236","survey_fndds_food","Beef, steak, round","","2022-10-28"
"2341237","survey_fndds_food","Beef, steak, sirloin, NS as to fat eaten","","2022-10-28"
"2341238","survey_fndds_food","Beef, steak, sirloin, lean and fat eaten","","2022-10-28"
"2341239","survey_fndds_food","Beef, steak, sirloin, lean only eaten","","2022-10-28"
"2341240","survey_fndds_food","Beef, steak, strip, NS as to fat eaten","","2022-10-28"
"2341241","survey_fndds_food","Beef, steak, strip, lean and fat eaten","","2022-10-28"
"2341242","survey_fndds_food","Beef, steak, strip, lean only eaten","","2022-10-28"
"2341243","survey_fndds_food","Beef, steak, T-bone, NS as to fat eaten","","2022-10-28"
"2341244","survey_fndds_food","Beef, steak, T-bone,  lean and fat eaten","","2022-10-28"
"2341245","survey_fndds_food","Beef, steak, T-bone, lean only eaten","","2022-10-28"
"2341246","survey_fndds_food","Beef, steak, tenderloin","","2022-10-28"
"2341247","survey_fndds_food","Beef, steak, country fried","","2022-10-28"
"2341248","survey_fndds_food","Beef, oxtails","","2022-10-28"
"2341249","survey_fndds_food","Beef, neck bones","","2022-10-28"
"2341250","survey_fndds_food","Beef, shortribs","","2022-10-28"
"2341251","survey_fndds_food","Beef, cow head","","2022-10-28"
"2341252","survey_fndds_food","Beef, roast","","2022-10-28"
"2341253","survey_fndds_food","Beef, pot roast","","2022-10-28"
"2341254","survey_fndds_food","Beef, stew meat","","2022-10-28"
"2341255","survey_fndds_food","Beef, corned","","2022-10-28"
"2341256","survey_fndds_food","Beef, brisket","","2022-10-28"
"2341257","survey_fndds_food","Beef, sandwich steak","","2022-10-28"
"2341258","survey_fndds_food","Beef, ground, raw","","2022-10-28"
"2341259","survey_fndds_food","Beef, ground","","2022-10-28"
"2341260","survey_fndds_food","Beef, ground, patty","","2022-10-28"
"2341261","survey_fndds_food","Beef, bacon, cooked","","2022-10-28"
"2341262","survey_fndds_food","Beef, bacon, reduced sodium, cooked","","2022-10-28"
"2341263","survey_fndds_food","Beef, dried, chipped, uncooked","","2022-10-28"
"2341264","survey_fndds_food","Beef, dried, chipped, cooked in fat","","2022-10-28"
"2341265","survey_fndds_food","Beef jerky","","2022-10-28"
"2341266","survey_fndds_food","Baby Toddler beef","","2022-10-28"
"2341267","survey_fndds_food","Pork, NFS","","2022-10-28"
"2341268","survey_fndds_food","Pork, ground","","2022-10-28"
"2341269","survey_fndds_food","Pork, carnitas","","2022-10-28"
"2341270","survey_fndds_food","Pork jerky","","2022-10-28"
"2341271","survey_fndds_food","Pork, chop, NS as to fat eaten","","2022-10-28"
"2341272","survey_fndds_food","Pork, chop, lean and fat eaten","","2022-10-28"
"2341273","survey_fndds_food","Pork, chop, lean only eaten","","2022-10-28"
"2341274","survey_fndds_food","Pork, chop, coated, NS as to fat eaten","","2022-10-28"
"2341275","survey_fndds_food","Pork, chop, coated, lean and fat eaten","","2022-10-28"
"2341276","survey_fndds_food","Pork, chop, coated, lean only eaten","","2022-10-28"
"2341277","survey_fndds_food","Pork, chop, stuffed","","2022-10-28"
"2341278","survey_fndds_food","Pork, steak, NS as to fat eaten","","2022-10-28"
"2341279","survey_fndds_food","Pork, steak, lean and fat eaten","","2022-10-28"
"2341280","survey_fndds_food","Pork, steak, lean only eaten","","2022-10-28"
"2341281","survey_fndds_food","Pork, steak, coated","","2022-10-28"
"2341282","survey_fndds_food","Pork, tenderloin","","2022-10-28"
"2341283","survey_fndds_food","Ham","","2022-10-28"
"2341284","survey_fndds_food","Ham, prosciutto","","2022-10-28"
"2341285","survey_fndds_food","Ham, canned","","2022-10-28"
"2341286","survey_fndds_food","Ham, ground","","2022-10-28"
"2341287","survey_fndds_food","Pork, roast","","2022-10-28"
"2341288","survey_fndds_food","Fried pork chunks, Puerto Rican style","","2022-10-28"
"2341289","survey_fndds_food","Pork, roll","","2022-10-28"
"2341290","survey_fndds_food","Canadian bacon, cooked","","2022-10-28"
"2341291","survey_fndds_food","Bacon, NS as to type of meat, cooked","","2022-10-28"
"2341292","survey_fndds_food","Bacon, NS as to type of meat, reduced sodium, cooked","","2022-10-28"
"2341293","survey_fndds_food","Pork bacon, NS as to fresh, smoked or cured, cooked","","2022-10-28"
"2341294","survey_fndds_food","Pork bacon, NS as to fresh, smoked or cured, reduced sodium, cooked","","2022-10-28"
"2341295","survey_fndds_food","Pork bacon, smoked or cured, cooked","","2022-10-28"
"2341296","survey_fndds_food","Bacon or side pork, fresh, cooked","","2022-10-28"
"2341297","survey_fndds_food","Pork bacon, smoked or cured, reduced sodium, cooked","","2022-10-28"
"2341298","survey_fndds_food","Fat back, cooked","","2022-10-28"
"2341299","survey_fndds_food","Ribs, NFS","","2022-10-28"
